original_title,cast,director,keywords,runtime,genres,production_companies,release_date,release_year,budget_adj,revenue_adj,profit
Blade: Trinity,Wesley Snipes|Kris Kristofferson|Dominic Purcell|Jessica Biel|Ryan Reynolds,David S. Goyer,dracula|comic book|fistfight|superhero|martial arts master,123.0,Science Fiction|Action|Horror|Thriller|Adventure,New Line Cinema|Amen Ra Films|Shawn Danielle Productions Ltd.|Imaginary Forces|Marvel Enterprises,2004-12-08,2004,75038950.9877896,148814206.789801,73775255.8020114
Starship Troopers 2: Hero of the Federation,Billy Brown|Richard Burgi|Kelly Carlson|Cy Carter|Sandrine Holt,Phil Tippett,general|places and planets|extraterrestrial technology|troops|us army,88.0,Adventure|Horror|Action|Science Fiction,Startroop Pictures Inc.|Tippett Studio,2004-04-20,2004,8081117.79868504,115100887.62834093,-8081117.79868504
The Terminal,Tom Hanks|Catherine Zeta-Jones|Stanley Tucci|Chi McBride|Diego Luna,Steven Spielberg,new york|airport|marriage proposal|translation|craftsman,128.0,Comedy|Drama,DreamWorks SKG|Amblin Entertainment|Parkes/MacDonald Productions,2004-06-17,2004,69266723.9887289,253305240.674159,184038516.6854301
Lemony Snicket's A Series of Unfortunate Events,Jim Carrey|Meryl Streep|Jude Law|Emily Browning|Liam Aiken,Brad Silberling,library|baby|banane|baudelaire,108.0,Adventure|Fantasy|Comedy|Family,Paramount Pictures|Scott Rudin Productions|Nickelodeon Movies|DreamWorks Pictures|Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG,2004-12-16,2004,161622355.9737,241364107.692208,79741751.718508
Million Dollar Baby,Clint Eastwood|Hilary Swank|Morgan Freeman|Jay Baruchel|Mike Colter,Clint Eastwood,transporter|suicide attempt|strong woman|boxer|dying and death,132.0,Drama,Lakeshore Entertainment|Malpaso Productions|Epsilon Motion Pictures|Warner Bros.|Albert S. Ruddy Productions,2004-12-14,2004,34633361.9943644,250241793.971209,215608431.97684458
Garfield,Bill Murray|Breckin Meyer|Jennifer Love Hewitt|Stephen Tobolowsky|Evan Arnold,Peter Hewitt,competition|moderator|lasagne|garfield,80.0,Animation|Comedy|Family,Twentieth Century Fox Film Corporation|Davis Entertainment,2004-06-10,2004,57722269.9906074,231817870.537722,174095600.54711458
The Lion King 1Â½,Nathan Lane|Ernie Sabella|Julie Kavner|Jerry Stiller|Matthew Broderick,Bradley Raymond,africa|lion|pig|sequel|royalty,77.0,Animation|Comedy|Family,Walt Disney Television Animation|Walt Disney Animation Australia|DisneyToon Studios,2004-02-06,2004,36889069.20400227,115100887.62834093,0.0
Shark Tale,Will Smith|Robert De Niro|RenÃ©e Zellweger|Jack Black|Angelina Jolie,Bibo Bergeron|Vicky Jenson|Rob Letterman,fish|hero|mission of murder|threat to death|secret love,90.0,Animation|Action|Comedy|Family,DreamWorks SKG|Pacific Data Images (PDI)|DreamWorks Animation,2004-09-20,2004,86583404.9859111,423998956.150469,337415551.16455793
Sky Captain and the World of Tomorrow,Jude Law|Gwyneth Paltrow|Giovanni Ribisi|Angelina Jolie|Bai Ling,Kerry Conran,london|himalaya|journalist|killer robot|computer war,107.0,Mystery|Action|Thriller|Science Fiction|Adventure,Paramount Pictures|Natural Nylon Entertainment|Riff Raff Film Productions|Filmauro|Blue Flower Productions,2004-09-17,2004,80811177.9868504,66910149.9763107,-13901028.010539696
Mulan II,Ming-Na Wen|BD Wong|Mark Moseley|Lucy Liu|Harvey Fierstein,Darrell Rooney|Lynne Southerland,arranged marriage|musical|escape|ancient china,79.0,Animation|Comedy|Family|Action,Walt Disney Pictures|SD Entertainment,2004-11-03,2004,36889069.20400227,115100887.62834093,0.0
The SpongeBob SquarePants Movie,Tom Kenny|Clancy Brown|Rodger Bumpass|Bill Fagerbakke|Carolyn Lawrence,Stephen Hillenburg,ocean|sea|star|water|freeze,87.0,Animation|Comedy|Family,Paramount Pictures|Nickelodeon Movies|Paramount Animation,2004-11-14,2004,34633361.9943644,161809136.003827,127175774.0094626
Species III,Natasha Henstridge|Sunny Mabrey|Robert Knepper|Robin Dunne|Amelia Cooke,Brad Turner,saving the world|military,111.0,Science Fiction|Action|Horror,FGM Entertainment|Metro-Goldwyn-Mayer (MGM),2004-11-26,2004,36889069.20400227,115100887.62834093,0.0
Crash,Sandra Bullock|Don Cheadle|Matt Dillon|Michael PeÃ±a|Jennifer Esposito,Paul Haggis,daughter|installer|car crash,112.0,Drama,Blackfriars Bridge Films|Yari Film Group|Bob Yari Productions|ApolloProScreen Filmproduktion|Bull's Eye Entertainment,2004-05-28,2004,7503895.09877896,113609042.216682,106105147.11790304
Anchorman: The Legend of Ron Burgundy,Will Ferrell|Christina Applegate|Paul Rudd|David Koechner|Steve Carell,Adam McKay,journalism|sexism|ladder|panda|tv show in film,94.0,Comedy,Apatow Productions,2004-07-09,2004,30015580.3951158,104562954.67832,74547374.2832042
13 Going On 30,Jennifer Garner|Mark Ruffalo|Judy Greer|Andy Serkis|Kathy Baker,Gary Winick,new york|photographer|editor-in-chief|wish|michael jackson,98.0,Comedy|Fantasy|Romance,Columbia Pictures|Revolution Studios|Thirteen Productions,2004-04-13,2004,42714479.7930495,111352835.687324,68638355.8942745
Ella Enchanted,Anne Hathaway|Hugh Dancy|Cary Elwes|Aidan McArdle|Joanna Lumley,Tommy O'Haver,magic|prince|fairy tale|spell|fantasy world,96.0,Fantasy|Comedy|Family|Romance,Miramax Films,2004-04-09,2004,35787807.3941766,31618836.0696767,-4168971.3244999014
The Girl Next Door,Emile Hirsch|Elisha Cuthbert|Timothy Olyphant|James Remar|Chris Marquette,Luke Greenfield,porn actor|pornographic video|high school|school party|blonde,108.0,Comedy,Regency Enterprises|Epsilon Motion Pictures|New Regency Pictures|Daybreak,2004-04-09,2004,28861134.9953037,35108050.3171954,6246915.321891699
Scooby-Doo 2: Monsters Unleashed,Freddie Prinze Jr.|Sarah Michelle Gellar|Matthew Lillard|Linda Cardellini|Seth Green,Raja Gosnell,detective|monster|engine|based on tv series|dog,93.0,Mystery|Fantasy|Adventure|Comedy,Mosaic Media Group|Warner Bros.,2004-03-24,2004,36889069.20400227,209493550.575329,209493550.575329
Finding Neverland,Johnny Depp|Kate Winslet|Julie Christie|Dustin Hoffman|Freddie Highmore,Marc Forster,london|scotland|parents kids relationship|becoming an adult|fantasy,106.0,Drama,Miramax Films|Film Colony,2004-10-17,2004,28861134.9953037,134800613.426107,105939478.43080328
A Cinderella Story,Hilary Duff|Jennifer Coolidge|Chad Michael Murray|Dan Byrd|Regina King,Mark Rosman,jealousy|cinderella|work|step mother|high school,95.0,Comedy,Gaylord Films|Warner Bros.|Dylan Sellers Productions|Clifford Werber Productions,2004-07-10,2004,21934462.5964308,80889575.2195062,58955112.6230754
AVP: Alien vs. Predator,Sanaa Lathan|Raoul Bova|Ewen Bremner|Colin Salmon|Tommy Flanagan,Paul W.S. Anderson,saving the world|predator|laserpointer|space marine|pyramid,101.0,Adventure|Science Fiction|Action,Impact Pictures|Studio Babelsberg|Twentieth Century Fox Film Corporation|Davis Entertainment|Stillking Films,2004-08-12,2004,80811177.9868504,197622423.162423,116811245.17557262
DodgeBall: A True Underdog Story,Vince Vaughn|Christine Taylor|Ben Stiller|Rip Torn|Justin Long,Rawson Marshall Thurber,underdog|competition|bank|bar|ball,92.0,Comedy,Twentieth Century Fox Film Corporation|Red Hour Films|Mediastream Vierte Film GmbH & Co. Vermarktungs KG,2004-06-18,2004,23088907.9962429,193626249.225367,170537341.2291241
Banlieue 13,David Belle|Cyril Raffaelli|Tony D'Amario|Dany Verissimo-Petit|Bibi Naceri,Pierre Morel,paris|vororte|dystopia|parkour,84.0,Action|Thriller|Science Fiction,Canal Plus|TF1 Films Production|EuropaCorp,2004-11-09,2004,13853344.7977457,11064355.944147,-2788988.853598701
Alexander,Colin Farrell|Angelina Jolie|Val Kilmer|Jared Leto|Jonathan Rhys Meyers,Oliver Stone,aristotle|gay kiss|egypt|greece|persia,175.0,War|History|Action|Adventure|Drama,France 3 CinÃ©ma|Intermedia Films|PathÃ© Renn Productions|Egmond Film & Television|Warner Bros.,2004-11-21,2004,178939036.970883,193136628.151289,14197591.180405974
Harold & Kumar Go to White Castle,John Cho|Kal Penn|Paula GarcÃ©s|Neil Patrick Harris|David Krumholtz,Danny Leiner,brother brother relationship|amsterdam|trip|road trip|cannabis,88.0,Comedy|Adventure,New Line Cinema,2004-05-30,2004,10390008.5983093,27633853.3263266,17243844.7280173
Saw,Cary Elwes|Danny Glover|Monica Potter|Michael Emerson|Ken Leung,James Wan,shotgun|based on short film|sadist|pistol|chained,103.0,Horror|Mystery|Crime,Twisted Pictures|Evolution Entertainment|Saw Productions Inc.,2004-10-01,2004,1385334.47977457,119960348.263852,118575013.78407744
Spider-Man 2,Tobey Maguire|Kirsten Dunst|James Franco|Alfred Molina|Rosemary Harris,Sam Raimi,dual identity|love of one's life|pizza boy|marvel comic|sequel,127.0,Action|Adventure|Fantasy,Laura Ziskin Productions|Columbia Pictures Corporation|Marvel Enterprises,2004-06-25,2004,230889079.962429,904815446.895049,673926366.93262
EuroTrip,Scott Mechlowicz|Jacob Pitts|Michelle Trachtenberg|Travis Wester|Vinnie Jones,Jeff Schaffer,paris|berlin|alcohol|sex|nudity,93.0,Comedy,DreamWorks SKG|The Montecito Picture Company|Blue Sea Productions,2004-02-20,2004,28861134.9953037,24008824.349747,-4852310.645556703
Man on Fire,Denzel Washington|Dakota Fanning|Marc Anthony|Radha Mitchell|Christopher Walken,Tony Scott,mexico|cia|diary|bible|bodyguard,146.0,Action|Drama|Thriller|Crime,Regency Enterprises|Fox 2000 Pictures|Epsilon Motion Pictures|Scott Free Productions|New Regency Pictures,2004-04-23,2004,80811177.9868504,150416978.751739,69605800.7648886
Along Came Polly,Ben Stiller|Jennifer Aniston|Philip Seymour Hoffman|Debra Messing|Alec Baldwin,John Hamburg,beach|honeymoon|bride|chance|risk,90.0,Comedy|Romance,Universal Pictures|Jersey Films|Loofah Productions,2004-01-16,2004,48486706.7921102,198522339.90382,150035633.1117098
Closer,Natalie Portman|Jude Law|Julia Roberts|Clive Owen|Colin Stinton,Mike Nichols,father-son relationship|love at first sight|photographer|loss of lover|cheating,104.0,Drama|Romance,Columbia Pictures,2004-12-01,2004,31170025.794928,133344247.075328,102174221.28040001
The Punisher,Thomas Jane|John Travolta|Will Patton|Roy Scheider|Laura Harring,Jonathan Hensleigh,chain|submachine gun|undercover|smuggling|twin brother,124.0,Action|Crime|Drama,Lions Gate Films|VIP 3 Medienfonds|Valhalla Motion Pictures|Marvel Enterprises|VIP 2 Medienfonds,2004-04-15,2004,38096698.1938009,63148284.5864915,25051586.392690606
Catwoman,Halle Berry|Benjamin Bratt|Sharon Stone|Lambert Wilson|Frances Conroy,Pitof,white russian|sex|dc comics|superheroine|female protagonist,104.0,Action|Crime,Village Roadshow Pictures|DiNovi Pictures|Warner Bros.|Frantic Films|Maple Shade Films,2004-07-22,2004,115444539.981214,94782713.7501835,-20661826.23103051
Christmas with the Kranks,Tim Allen|Jamie Lee Curtis|Dan Aykroyd|M. Emmet Walsh|Elizabeth Franz,Joe Roth,holiday,99.0,Comedy|Family,Columbia Pictures|1492 Pictures|Revolution Studios,2004-11-24,2004,69266723.9887289,115100887.62834093,-69266723.9887289
9 Songs,Kieran O'Brien|Margo Stilley|The Dandy Warhols|Elbow|Franz Ferdinand,Michael Winterbottom,london|female nudity|sex|rock and roll|condom,66.0,Drama|Music|Romance,Revolution Films,2004-07-16,2004,1154445.39981214,383648.758601772,-770796.641210368
Dawn of the Dead,Sarah Polley|Ving Rhames|Jake Weber|Mekhi Phifer|Ty Burrell,Zack Snyder,refugee|mass murder|habor|car journey|department store,101.0,Fantasy|Horror|Action,New Amsterdam Entertainment|Strike Entertainment|Metropolitan Filmexport|Toho-Towa|Cruel and Unusual Films,2004-03-19,2004,32324471.1947401,118164853.186869,85840381.9921289
Barbie as The Princess & the Pauper,Kelly Sheridan|Roger Monk|Garry Chalk|Janyse Jaud|Pam Hyatt,William Lau,musical,85.0,Animation|Family|Comedy,,2004-09-28,2004,36889069.20400227,115100887.62834093,0.0
King Arthur,Clive Owen|Ioan Gruffudd|Keira Knightley|Mads Mikkelsen|Joel Edgerton,Antoine Fuqua,merlin|king arthur|sir lancelot|guinevere,126.0,Adventure|War|History,Jerry Bruckheimer Films|World 2000 Entertainment|Touchstone Pictures|Green Hills Productions,2004-07-07,2004,138533447.977457,235007976.063267,96474528.08581
The Chronicles of Riddick,Vin Diesel|Christina Cox|Colm Feore|Karl Urban|Judi Dench,David Twohy,sunrise|adventure|dystopia|matter of life and death|rifle,119.0,Adventure|Action|Thriller|Science Fiction,Universal Pictures|One Race Productions|Primal Foe Productions|Radar Pictures,2004-06-11,2004,121216766.980275,133653299.03553,12436532.055254996
Spanglish,Adam Sandler|TÃ©a Leoni|Paz Vega|Cloris Leachman|Shelbie Bruce,James L. Brooks,upper class|mother|single parent|parents kids relationship|wife husband relationship,130.0,Comedy,Gracie Films|Columbia Pictures Corporation,2004-12-17,2004,92355631.9849719,63542252.9325222,-28813379.052449696
Secret Window,Johnny Depp|John Turturro|Timothy Hutton|Charles S. Dutton|Len Cariou,David Koepp,alcohol|adultery|detective|mississippi|jealousy,96.0,Thriller|Mystery,Columbia Pictures Corporation|Pariah Entertainment Group|Grand Slam Productions|Mel's Cite du Cinema,2004-03-12,2004,46177815.9924859,107263182.842909,61085366.85042309
Layer Cake,Daniel Craig|Colm Meaney|George Harris|Sally Hawkins|Kenneth Cranham,Matthew Vaughn,ecstasy|drug traffic|drug mule|hitman|mission of murder,105.0,Drama|Thriller|Crime,Sony Pictures Classics|Marv Films,2004-09-30,2004,7503895.09877896,13680425.0390895,6176529.940310541
After the Sunset,Pierce Brosnan|Salma Hayek|Woody Harrelson|Troy Garity|Russell Hornsby,Brett Ratner,bahamas|master thief|crook couple,97.0,Action|Comedy|Crime|Drama,New Line Cinema|Contrafilm|Firm Films,2004-11-12,2004,69266723.9887289,70822682.0352595,1555958.0465306044
Thunderbirds,Brady Corbet|Soren Fulton|Debora Weston|Lou Hirsch|Alex Barringer,Jonathan Frakes,secret organization|based on tv series|golden gate bridge|locker|oil rigÂ ,95.0,Action|Adventure|Comedy|Family|Fantasy,Studio Canal|Working Title Films|Tracy Films,2004-07-23,2004,65803387.7892924,32651914.6246066,-33151473.164685804
The Princess Diaries 2: Royal Engagement,Anne Hathaway|Julie Andrews|HÃ©ctor Elizondo|John Rhys-Davies|Heather Matarazzo,Garry Marshall,coronation|duty|marriage|falling in love,113.0,Comedy|Drama|Family|Romance,Walt Disney Pictures,2004-08-06,2004,46177815.9924859,109844827.530475,63667011.5379891
The Alamo,Dennis Quaid|Billy Bob Thornton|Jason Patric|Patrick Wilson|Emilio EchevarrÃ­a,John Lee Hancock,texas|officer|uprising|alamo|mexican,137.0,Western|History|War,Imagine Entertainment|Touchstone Pictures,2004-04-07,2004,167394582.972761,29807735.199779,-137586847.772982
Before Sunset,Ethan Hawke|Julie Delpy|Vernon Dobtcheff|Louise Lemoine TorrÃ¨s|Mariane Plasteig,Richard Linklater,paris|journalist|dialogue|talking|soulmates,80.0,Drama|Romance,Castle Rock Entertainment|Detour Film Production|Warner Independent Pictures (WIP),2004-02-10,2004,3117002.5794928,18462600.8177167,15345598.2382239
The Grudge,Sarah Michelle Gellar|Jason Behr|William Mapother|Clea DuVall|KaDee Strickland,Takashi Shimizu,male nudity|nurse|japanese|house|curse,92.0,Horror|Thriller|Mystery,Ghost House Pictures|Vertigo Entertainment|Senator International|Colombia Pictures|Fellah Pictures,2004-10-22,2004,11544453.9981214,211811410.261264,200266956.2631426
Cellular,Chris Evans|Kim Basinger|Jason Statham|Jessica Biel|William H. Macy,David R. Ellis,bank|mobile phone|telephone|weapon|police,94.0,Action|Adventure|Crime|Thriller,New Line Cinema,2004-09-06,2004,28861134.9953037,65136911.4521907,36275776.45688699
The Manchurian Candidate,Denzel Washington|Meryl Streep|Liev Schreiber|Jon Voight|Kimberly Elise,Jonathan Demme,senator|gulf war|canoe|kuwait|conspiracy,129.0,Drama|Thriller|Mystery,Paramount Pictures|Scott Rudin Productions|Clinica Estetico,2004-07-30,2004,92355631.9849719,110949088.034311,18593456.0493391
The Machinist,Christian Bale|Jennifer Jason Leigh|Aitana SÃ¡nchez-GijÃ³n|John Sharian|Michael Ironside,Brad Anderson,factory|insomnia|post it|machinist|cleaning bathroom tile,101.0,Thriller|Drama,Filmax Entertainment|Castelao Producciones|Canal+ EspaÃ±a|Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA)|ICF,2004-02-09,2004,5772226.99906074,9470186.90932801,3697959.91026727
Seed of Chucky,Brad Dourif|Jennifer Tilly|Billy Boyd|Redman|Hannah Spearritt,Don Mancini,baby|puppet|filmdreh|murder|killer toys,87.0,Comedy|Drama|Horror,Rogue Pictures,2004-11-11,2004,13853344.7977457,28664468.2947733,14811123.497027598
Taxi,Queen Latifah|Jimmy Fallon|Gisele BÃ¼ndchen|Henry Simmons|Jennifer Esposito,Tim Story,taxi driver|bank robber,97.0,Thriller|Action|Comedy|Crime,Twentieth Century Fox Film Corporation|Robert Simonds Productions|EuropaCorp,2004-10-06,2004,28861134.9953037,42264206.8359791,13403071.840675395
Alfie,Jude Law|Marisa Tomei|Omar Epps|Jane Krakowski|RenÃ©e Taylor,Charles Shyer,new york|cheating|flirt|lover|older woman seduces younger guy,103.0,Comedy,Paramount Pictures|Patalex Productions,2004-10-22,2004,69266723.9887289,15464880.1547141,-53801843.834014796
Sniper 3,Tom Berenger|Byron Mann|John Doman|Denis Arndt|Troy Winbush,P.J. Pesce,sniper|male friendship|thailand|childhood friend,97.0,Drama|Action|Thriller,Destination Films|Sandstorm Films,2004-10-18,2004,36889069.20400227,115100887.62834093,0.0
Shall We Dance?,Richard Gere|Jennifer Lopez|Susan Sarandon|Lisa Ann Walter|Stanley Tucci,Peter Chelsom,jealousy|wife husband relationship|dancing master,107.0,Drama|Romance|Comedy,Miramax Films,2004-10-15,2004,57722269.9906074,196404018.024125,138681748.0335176
Jersey Girl,Ben Affleck|Raquel Castro|Liv Tyler|Jennifer Lopez|George Carlin,Kevin Smith,yuppie|daughter|loss of wife,102.0,Comedy|Romance,Miramax Films|Beverly Detroit|View Askew Productions|Close Call Films,2004-03-25,2004,40405588.9934252,41673611.0405616,1268022.0471364036
The Stepford Wives,Nicole Kidman|Matthew Broderick|Bette Midler|Glenn Close|Christopher Walken,Frank Oz,android|housewife|transformation,93.0,Action|Comedy|Science Fiction,Paramount Pictures|De Line Pictures|DreamWorks Pictures,2004-06-10,2004,103900085.983093,117753430.780839,13853344.797746003
Primer,Shane Carruth|David Sullivan|Casey Gooden|Anand Upadhyaya|Carrie Crawford,Shane Carruth,distrust|garage|identity crisis|time travel|time machine,79.0,Science Fiction|Drama|Thriller,Thinkfilm,2004-10-08,2004,8081.11779868504,490362.228024208,482281.11022552295
ã‚¢ãƒƒãƒ—ãƒ«ã‚·ãƒ¼ãƒ‰,Ai Kobayashi|JÅ«rÅta Kosugi|Yuki Matsuoka|Asumi Miwa|Mami Koyama,Shinji Aramaki,man vs machine|cyborg|terrorist|metropolis|future,101.0,Animation|Action|Science Fiction,Toho Company|Tokyo Broadcasting System (TBS)|Appleseed Film Partners|Digital Frontier|Geneon Entertainment,2004-04-17,2004,11544453.9981214,1687786.47562596,-9856667.52249544
Home on the Range,Randy Quaid|Steve Buscemi|Judi Dench|Cuba Gooding Jr.|G. W. Bailey,Will Finn|John Sanford,ferme,76.0,Western|Animation|Family|Comedy|Music,Walt Disney Pictures|Walt Disney Feature Animation,2004-04-02,2004,126988993.979336,120006285.955201,-6982708.024134994
Hidalgo,Viggo Mortensen|Zuleikha Robinson|Omar Sharif|Adam Alexi-Malle|Louise Lombard,Joe Johnston,horse race|horse|racehorse,136.0,Western|Adventure,Casey Silver Productions|Touchstone Pictures|Dune Films,2004-03-05,2004,115444539.981214,124799530.556322,9354990.575107992
I Heart Huckabees,Jason Schwartzman|Dustin Hoffman|Lily Tomlin|Jude Law|Mark Wahlberg,David O. Russell,sex|detective|jealousy|humor|protest,106.0,Comedy|Romance,Fox Searchlight Pictures|Scott Rudin Productions|Qwerty Films|N1 European Film Produktions GmbH & Co. KG|Kanzeon,2004-09-10,2004,25397798.7958672,115100887.62834093,-25397798.7958672
